moordemo - Sheet1
kind,capacity,lat,lng
Converted Parking Meter,2,39.9508789,-75.176926
Converted Parking Meter,2,39.9508416,-75.176537
Converted Parking Meter,2,39.950807,-75.176272
Converted Parking Meter,2,39.9505881,-75.174589
Converted Parking Meter,2,39.9505744,-75.174404
Converted Parking Meter,2,39.9505471,-75.17425
Staple or Inverted-U,2,39.9505328,-75.17404
Staple or Inverted-U,2,39.9506345,-75.174111
Converted Parking Meter,2,39.9504188,-75.173208
Converted Parking Meter,2,39.9504007,-75.173042
Staple or Inverted-U,2,39.9489457,-75.173107
Staple or Inverted-U,2,39.9492908,-75.174147
Staple or Inverted-U,2,39.9484714,-75.176192
Staple or Inverted-U,2,39.9461254,-75.178338
Staple or Inverted-U,2,39.9460829,-75.178355
Staple or Inverted-U,2,39.9470351,-75.177167
Converted Parking Meter,2,39.9447352,-75.173826
Converted Parking Meter,2,39.9446579,-75.173885
Converted Parking Meter,2,39.9448607,-75.174849
Converted Parking Meter,2,39.9447922,-75.174877
Converted Parking Meter,2,39.9451841,-75.177575
Converted Parking Meter,2,39.9452019,-75.177732
Converted Parking Meter,2,39.9452245,-75.177889
Staple or Inverted-U,2,39.9454128,-75.179417
Staple or Inverted-U,2,39.9453956,-75.179287
Converted Parking Meter,2,39.9453779,-75.179136
Staple or Inverted-U,2,39.9453385,-75.179184
Staple or Inverted-U,2,39.9452981,-75.17887
Staple or Inverted-U,2,39.9450835,-75.179826
Staple or Inverted-U,2,39.9451388,-75.17974
Staple or Inverted-U,2,39.9449343,-75.180082
Converted Parking Meter,2,39.9511693,-75.172414
Converted Parking Meter,2,39.951152,-75.172278
Staple or Inverted-U,2,39.951113,-75.177478
Staple or Inverted-U,2,39.9504999,-75.175757
Converted Parking Meter,2,39.950665,-75.175256
Converted Parking Meter,2,39.9504714,-75.17364
Converted Parking Meter,2,39.9504529,-75.173455
Staple or Inverted-U,2,39.950476,-75.172785
Staple or Inverted-U,2,39.9497357,-75.17591
Converted Parking Meter,2,39.9497275,-75.174058
Staple or Inverted-U,2,39.9494387,-75.173939
Staple or Inverted-U,2,39.9482578,-75.172734
Staple or Inverted-U,2,39.948113,-75.172758
Staple or Inverted-U,2,39.9497738,-75.177505
Staple or Inverted-U,2,39.9498035,-75.17883
Converted Parking Meter,2,39.9485942,-75.174284
Converted Parking Meter,2,39.9484304,-75.174312
Staple or Inverted-U,2,39.948284,-75.174271
Staple or Inverted-U,2,39.9473044,-75.174468
Staple or Inverted-U,2,39.9469131,-75.174662
Staple or Inverted-U,2,39.9472903,-75.178086
Staple or Inverted-U,2,39.9473613,-75.178065
Staple or Inverted-U,2,39.9466423,-75.174619
Staple or Inverted-U,2,39.9447126,-75.173669
Converted Parking Meter,2,39.9448012,-75.174427
Converted Parking Meter,2,39.9447406,-75.174489
Converted Parking Meter,2,39.9451255,-75.177088
Converted Parking Meter,2,39.9451638,-75.177411
Staple or Inverted-U,2,39.9453697,-75.178516
Staple or Inverted-U,2,39.9453884,-75.178605
Staple or Inverted-U,2,39.9453459,-75.179305
Staple or Inverted-U,2,39.9439212,-75.173739
Staple or Inverted-U,2,39.9439425,-75.173732
Staple or Inverted-U,2,39.9465541,-75.180721
Staple or Inverted-U,2,39.9461388,-75.162717
Staple or Inverted-U,2,39.9452381,-75.162991
Staple or Inverted-U,2,39.9466084,-75.161067
Converted Parking Meter,2,39.946736,-75.161045
Staple or Inverted-U,2,39.9469227,-75.161003
Converted Parking Meter,2,39.9471277,-75.160953
Converted Parking Meter,2,39.9476817,-75.160837
Staple or Inverted-U,2,39.9478818,-75.160714
Converted Parking Meter,2,39.9488068,-75.160595
Staple or Inverted-U,2,39.9476317,-75.159257
Staple or Inverted-U,2,39.9474846,-75.159267
Converted Parking Meter,2,39.9490101,-75.162169
Staple or Inverted-U,2,39.9484925,-75.162211
Staple or Inverted-U,2,39.9484164,-75.162302
Converted Parking Meter,2,39.9483071,-75.162324
Converted Parking Meter,2,39.9480349,-75.16237
Staple or Inverted-U,2,39.9479221,-75.157567
Converted Parking Meter,2,39.9477113,-75.157609
Converted Parking Meter,2,39.9471959,-75.157726
Converted Parking Meter,2,39.946803,-75.157798
Converted Parking Meter,2,39.9464376,-75.157878
Converted Parking Meter,2,39.9463032,-75.157915
Converted Parking Meter,2,39.9428728,-75.158569
Staple or Inverted-U,2,39.942725,-75.158603
Converted Parking Meter,2,39.9449311,-75.156518
Converted Parking Meter,2,39.9452837,-75.156451
Converted Parking Meter,2,39.946271,-75.156237
Converted Parking Meter,2,39.9466564,-75.156152
Converted Parking Meter,2,39.946788,-75.156124
Converted Parking Meter,2,39.9445277,-75.15506
Converted Parking Meter,2,39.9444262,-75.155083
Staple or Inverted-U,2,39.9417417,-75.154054
Converted Parking Meter,2,39.9508144,-75.15208
Converted Parking Meter,2,39.9505675,-75.15213
Staple or Inverted-U,2,39.9502969,-75.152108
Converted Parking Meter,2,39.9501834,-75.152209
Staple or Inverted-U,2,39.9498098,-75.152222
Converted Parking Meter,2,39.9491605,-75.152429
Converted Parking Meter,2,39.9491682,-75.154068
Converted Parking Meter,2,39.9494993,-75.153983
Converted Parking Meter,2,39.9502835,-75.153836
Converted Parking Meter,2,39.9505589,-75.153769
Staple or Inverted-U,2,39.9508365,-75.153608
Staple or Inverted-U,2,39.9514874,-75.153557
Staple or Inverted-U,2,39.9515248,-75.153456
Staple or Inverted-U,2,39.9518375,-75.153389
Converted Parking Meter,2,39.9525527,-75.153249
Converted Parking Meter,2,39.9550558,-75.154392
Converted Parking Meter,2,39.9548137,-75.154432
Converted Parking Meter,2,39.9543721,-75.15453
Converted Parking Meter,2,39.9542364,-75.154557
Converted Parking Meter,2,39.9539304,-75.154628
Staple or Inverted-U,2,39.9532081,-75.1548
Staple or Inverted-U,2,39.9530587,-75.154824
Converted Parking Meter,2,39.9511107,-75.155134
Staple or Inverted-U,2,39.9508972,-75.155302
Staple or Inverted-U,2,39.9505767,-75.155283
Staple or Inverted-U,2,39.9502705,-75.155435
Staple or Inverted-U,2,39.94947,-75.155531
Converted Parking Meter,2,39.9494269,-75.155608
Converted Parking Meter,2,39.9493594,-75.157177
Converted Parking Meter,2,39.9501343,-75.157075
Staple or Inverted-U,2,39.9512365,-75.156773
Converted Parking Meter,2,39.9513885,-75.156803
Converted Parking Meter,2,39.9514435,-75.156795
Staple or Inverted-U,2,39.9500997,-75.161853
Staple or Inverted-U,2,39.9504328,-75.161854
Converted Parking Meter,2,39.9505275,-75.161835
Converted Parking Meter,2,39.9505754,-75.161824
Staple or Inverted-U,2,39.9531892,-75.161261
Staple or Inverted-U,2,39.9536193,-75.159567
Staple or Inverted-U,2,39.951731,-75.159893
Staple or Inverted-U,2,39.9514688,-75.159943
Staple or Inverted-U,2,39.9507124,-75.160103
Converted Parking Meter,2,39.9505659,-75.160218
Converted Parking Meter,2,39.9503222,-75.160196
Converted Parking Meter,2,39.9499314,-75.160284
Converted Parking Meter,2,39.9496959,-75.160331
Staple or Inverted-U,2,39.9495175,-75.158818
Staple or Inverted-U,2,39.9498165,-75.158753
Staple or Inverted-U,2,39.9500725,-75.1587
Converted Parking Meter,2,39.9502997,-75.158582
Converted Parking Meter,2,39.9505893,-75.158519
Converted Parking Meter,2,39.950769,-75.158473
Staple or Inverted-U,2,39.9514665,-75.158402
Converted Parking Meter,2,39.9520301,-75.158275
Converted Parking Meter,2,39.9547722,-75.157601
Converted Parking Meter,2,39.955106,-75.157537
Converted Parking Meter,2,39.9550579,-75.156001
Converted Parking Meter,2,39.9545952,-75.1561
Street Corral,2,39.9541939,-75.156198
Converted Parking Meter,2,39.9539958,-75.156235
Converted Parking Meter,2,39.9530683,-75.156432
Converted Parking Meter,2,39.9528901,-75.156475
Converted Parking Meter,2,39.9500464,-75.150614
Converted Parking Meter,2,39.9493512,-75.151367
Staple or Inverted-U,2,39.9492726,-75.151391
Staple or Inverted-U,2,39.9488317,-75.150923
Converted Parking Meter,2,39.9481882,-75.151063
Converted Parking Meter,2,39.9478059,-75.151143
Converted Parking Meter,2,39.9427238,-75.152229
Converted Parking Meter,2,39.9424755,-75.152305
Converted Parking Meter,2,39.9424229,-75.15231
Staple or Inverted-U,2,39.9419558,-75.152396
Staple or Inverted-U,2,39.9419488,-75.152316
Staple or Inverted-U,2,39.9417832,-75.152424
Staple or Inverted-U,2,39.9412891,-75.152548
Converted Parking Meter,2,39.9410332,-75.150992
Converted Parking Meter,2,39.9411825,-75.15095
Staple or Inverted-U,2,39.9413407,-75.150921
Converted Parking Meter,2,39.9413376,-75.150834
Staple or Inverted-U,2,39.9414268,-75.150814
Converted Parking Meter,2,39.9414691,-75.150887
Staple or Inverted-U,2,39.9416043,-75.150847
Converted Parking Meter,2,39.9417409,-75.15082
Converted Parking Meter,2,39.9416612,-75.150757
Converted Parking Meter,2,39.9420683,-75.150755
Converted Parking Meter,2,39.9420825,-75.15067
Converted Parking Meter,2,39.9422069,-75.150724
Converted Parking Meter,2,39.942512,-75.150654
Staple or Inverted-U,2,39.9427048,-75.150612
Converted Parking Meter,2,39.9426971,-75.150526
Staple or Inverted-U,2,39.9497537,-75.149058
Staple or Inverted-U,2,39.9497973,-75.147445
Staple or Inverted-U,2,39.9493358,-75.147519
Staple or Inverted-U,2,39.9492154,-75.147458
Converted Parking Meter,2,39.9423243,-75.149063
Converted Parking Meter,2,39.941666,-75.149225
Converted Parking Meter,2,39.9412636,-75.149308
Staple or Inverted-U,2,39.9412892,-75.149219
Staple or Inverted-U,2,39.9411683,-75.149318
Converted Parking Meter,2,39.9409154,-75.149299
Staple or Inverted-U,2,39.9409047,-75.149392
Staple or Inverted-U,2,39.9408309,-75.149401
Staple or Inverted-U,2,39.941084,-75.147643
Converted Parking Meter,2,39.9489632,-75.145914
Staple or Inverted-U,2,39.9491324,-75.145959
Converted Parking Meter,2,39.9492357,-75.145853
Converted Parking Meter,2,39.94984,-75.145724
Staple or Inverted-U,2,39.9500152,-75.145676
Converted Parking Meter,2,39.9477183,-75.151453
Converted Parking Meter,2,39.9477669,-75.151915
Converted Parking Meter,2,39.9478629,-75.152564
Staple or Inverted-U,2,39.9479344,-75.153122
Staple or Inverted-U,2,39.9477667,-75.153188
Converted Parking Meter,2,39.9467995,-75.15349
Converted Parking Meter,2,39.946855,-75.153487
Converted Parking Meter,2,39.9469339,-75.154057
Converted Parking Meter,2,39.9469745,-75.154418
Converted Parking Meter,2,39.948062,-75.154171
Converted Parking Meter,2,39.9480384,-75.153905
Converted Parking Meter,2,39.9479815,-75.153455
Converted Parking Meter,2,39.9479662,-75.153358
Staple or Inverted-U,2,39.9481503,-75.15487
Converted Parking Meter,2,39.9481664,-75.155105
Staple or Inverted-U,2,39.9481671,-75.155879
Converted Parking Meter,2,39.9479572,-75.155833
Converted Parking Meter,2,39.9476845,-75.155925
Converted Parking Meter,2,39.9474628,-75.155974
Staple or Inverted-U,2,39.9471345,-75.155644
Converted Parking Meter,2,39.9470641,-75.155668
Converted Parking Meter,2,39.9470313,-75.155374
Converted Parking Meter,2,39.9469896,-75.154906
Converted Parking Meter,2,39.9467535,-75.154572
Converted Parking Meter,2,39.9465352,-75.154618
Converted Parking Meter,2,39.9457692,-75.15517
Converted Parking Meter,2,39.9458031,-75.155457
Staple or Inverted-U,2,39.9458125,-75.155496
Staple or Inverted-U,2,39.9458133,-75.155534
Converted Parking Meter,2,39.9458199,-75.155579
